5.781995131723326464e-01 5.586994508220713973e-01 5.800065696744701738e-01 5.800859567606970746e-01 5.514697073337688771e-01 5.677902071381507598e-01 5.645322829154276745e-01 5.505865294706204782e-01 5.456366691644358724e-01 5.551324188023442074e-01 5.368915834787099106e-01 5.460553435393575850e-01 5.439073679543600104e-01 5.348384435890948252e-01 5.362301003170364400e-01 5.372594613878153291e-01 5.352603811842804316e-01 5.256176187160471747e-01 5.374864970429865663e-01 5.511870057113790189e-01
5.819054570588771957e-01 5.789420035184106306e-01 5.863701609605669329e-01 5.866284414763565103e-01 5.776507301118305460e-01 5.816177556550902183e-01 5.673759072618479449e-01 5.516431668887015194e-01 5.510062097643770862e-01 5.402150657238881104e-01 5.453125785110793933e-01 5.347083639406096101e-01 5.503309707948383922e-01 5.444906100990729581e-01 5.417363314258488716e-01 5.449331725086864475e-01 5.596538409160911609e-01 5.422143845617385383e-01 5.406172836778172508e-01 5.521134947225270206e-01
5.822159681712525403e-01 5.806947182408368491e-01 5.908098140424623557e-01 5.895111836029507391e-01 5.792419319229998864e-01 5.832119350860586193e-01 5.741194790291463956e-01 5.571227788734484099e-01 5.547658399694109788e-01 5.508039901658201565e-01 5.427134294055271369e-01 5.474678977979714478e-01 5.557718468004050338e-01 5.383140988647953096e-01 5.461795824053085058e-01 5.447998973722962823e-01 5.525438772105990548e-01 5.499525213824234537e-01 5.483289132922375408e-01 5.364978942132213602e-01
5.875115534455109811e-01 5.869707572003453055e-01 5.848335553634685935e-01 5.870921554794689134e-01 5.938961267509056396e-01 5.857119689354165493e-01 5.753684811771725416e-01 5.688484603723988897e-01 5.587279088659775628e-01 5.559753140036491903e-01 5.440189551420592240e-01 5.481019781580560579e-01 5.424078237372800260e-01 5.379742433271361701e-01 5.400517064691090496e-01 5.542319805181765702e-01 5.485377294635215284e-01 5.438478512700558598e-01 5.535662509758736416e-01 5.398522530536903341e-01
5.968316948015089940e-01 5.854831736424608302e-01 6.011376360801859997e-01 5.996097860017074455e-01 5.911648627440555526e-01 5.923587229043975055e-01 5.827765254287574637e-01 5.698436170518680344e-01 5.650868976483119921e-01 5.685539111079194186e-01 5.479959939340193209e-01 5.526340835912807448e-01 5.591092897835203690e-01 5.573534042500819519e-01 5.504534174507191846e-01 5.523825524908897444e-01 5.519968473401201114e-01 5.634454202623354613e-01 5.573781214446559273e-01 5.438529698831424675e-01
5.996634693655980008e-01 5.954503117058393968e-01 6.013006414762768204e-01 6.016292504003811770e-01 5.843809502465180383e-01 5.836967111267573616e-01 5.760972808331892292e-01 5.587700531057627762e-01 5.643069323644281932e-01 5.649325277973887838e-01 5.586395335986901189e-01 5.638842231610102784e-01 5.669889390490727710e-01 5.531324892778031188e-01 5.541663857528800197e-01 5.591539340471295416e-01 5.658593453899493086e-01 5.558675087267903603e-01 5.544568565565849427e-01 5.511061324950772278e-01
5.977613846917215756e-01 5.925535665136283381e-01 5.827539698942721946e-01 5.875918880925625754e-01 5.994187987777467308e-01 5.810231100595809606e-01 5.589062815027202591e-01 5.719342181416433579e-01 5.727337658784551477e-01 5.661021295026597011e-01 5.764454564656710245e-01 5.625765140276367537e-01 5.432759096856873970e-01 5.475691752171953919e-01 5.518452289977648917e-01 5.582851004395202876e-01 5.753027787622509992e-01 5.564545698004501606e-01 5.583157195620862545e-01 5.476058852432327262e-01
6.024799442619469536e-01 6.027778110122591348e-01 5.865098153009308257e-01 5.930124180012125157e-01 5.962002143583338132e-01 5.917675020175254819e-01 5.867923993880598266e-01 5.816733401196608755e-01 5.660019253432615471e-01 5.603369237374441481e-01 5.605074001860859134e-01 5.616187590554947429e-01 5.664346130195065943e-01 5.548341938283890551e-01 5.636261909749739063e-01 5.571130255995203617e-01 5.672477738289890548e-01 5.550490054132846129e-01 5.595248066224550731e-01 5.670158612356073213e-01
5.930219905785159007e-01 6.078304638311881058e-01 5.809984415740422348e-01 5.855981775059617700e-01 6.178018669752063374e-01 5.814134818547370687e-01 5.773144542073189722e-01 5.903225843358604896e-01 5.590137696789346800e-01 5.719888656321657772e-01 5.649312728048507815e-01 5.484969089105253826e-01 5.568112267875526822e-01 5.517013761326020616e-01 5.669033198536460594e-01 5.737311641178927113e-01 5.509654319215417928e-01 5.633544219810111553e-01 5.640725964326593900e-01 5.590057817632629877e-01
5.913691340488280712e-01 6.046194918321864398e-01 5.962936853087418276e-01 5.965747796371411171e-01 5.887254733804471174e-01 5.942833321364855426e-01 5.895779243003094194e-01 5.843991354231587998e-01 5.697165897643680088e-01 5.727516406362077594e-01 5.709868510733954183e-01 5.725115867129163538e-01 5.548226180202777691e-01 5.664582730084464224e-01 5.583882028633926353e-01 5.551536432653390030e-01 5.618824190142180930e-01 5.622009398354063103e-01 5.726884883346382571e-01 5.717834420667725626e-01
