4.048967732226618765e-01 3.994410557618149893e-01 4.012881801924180758e-01 4.039999006442711593e-01 4.092796637409883420e-01 3.919016752327648123e-01 4.087748984089760174e-01 3.899195805979290830e-01 3.880661125494618280e-01 3.843537930646606648e-01 4.090118904211006989e-01 4.027575032384296816e-01 3.974356066459387993e-01 4.026745876799725510e-01 3.967408406660352660e-01 3.931872683843883887e-01 3.909233999485420830e-01 3.804220707645474819e-01 3.857366678075579425e-01 3.894272843668104001e-01
4.287071168562963663e-01 4.316099477893109992e-01 4.197503862723690471e-01 4.330245722846694512e-01 4.141552218512620787e-01 4.164711837824199292e-01 4.274268227067649639e-01 4.148073274413098255e-01 4.200455192441744923e-01 4.075074340971109876e-01 4.038280952492507847e-01 4.356092041705936224e-01 4.161086351041082265e-01 4.109563099656437513e-01 4.130182257988854744e-01 4.175862258551052975e-01 4.105738251688454965e-01 4.318680985116989390e-01 4.065293745555096927e-01 4.035595777357163794e-01
4.522814827187451314e-01 4.514746862037560260e-01 4.568973347400418494e-01 4.527004995633767681e-01 4.538755227681365856e-01 4.362866372751138533e-01 4.313737835123809816e-01 4.419227085424409784e-01 4.413420852953915952e-01 4.498895627971500888e-01 4.634767802106375956e-01 4.442678635020020361e-01 4.449758276022334202e-01 4.417111262762596913e-01 4.327718415108926520e-01 4.453192543855843955e-01 4.379057495834125513e-01 4.578762925987966415e-01 4.443671030448585468e-01 4.457762296860793283e-01
4.781092779825313888e-01 4.929754802722739471e-01 4.658965348593886446e-01 4.680802862529463426e-01 4.816177472786132840e-01 4.685893154416240214e-01 4.797235657702091927e-01 4.648925281874597415e-01 4.664502025939055163e-01 4.599622429147242064e-01 4.637068542993167397e-01 4.651808314340795669e-01 4.579868654899627578e-01 4.730295122863187318e-01 4.523813129954902812e-01 4.646158162118989576e-01 4.511922357144715345e-01 4.457314031952663291e-01 4.750420283608927097e-01 4.513888044735148153e-01
5.093350256516848695e-01 5.012413791187406709e-01 5.055880713474468768e-01 5.063920423203336352e-01 4.990264244030201413e-01 4.816311168249625130e-01 4.946524860774159094e-01 4.929133590311258195e-01 4.746722459444153719e-01 4.812803070865208088e-01 4.862984143693250827e-01 4.847165010913678240e-01 4.672138373716621662e-01 4.807766644342310047e-01 4.783003971299375490e-01 5.014708561140464038e-01 4.612239188781789290e-01 4.821909352617448352e-01 4.806927601775771164e-01 4.813838105455736094e-01
5.200652371995716505e-01 5.297058746004447150e-01 5.250100026337547465e-01 5.119813030297732936e-01 5.102549133849573204e-01 5.063918226638314257e-01 5.157494745437990469e-01 4.878121278081078982e-01 4.940712135799574245e-01 4.956777599311883997e-01 4.935190058986028694e-01 4.830378822201290556e-01 5.024502822861930396e-01 4.891315777449618540e-01 5.069432332148697817e-01 4.972086837458748465e-01 4.943671271114224441e-01 5.026610910690778589e-01 4.930234722818411242e-01 4.938308582962218085e-01
5.401317339874937007e-01 5.359024657909295941e-01 5.344922632495243686e-01 5.396319903278119501e-01 5.316139670237017834e-01 5.177891408580653776e-01 5.303082192049184407e-01 5.173564516558982751e-01 5.093795586552973820e-01 5.204183743679122731e-01 5.089010235118346381e-01 5.027766300485546624e-01 5.032070187484473101e-01 5.020406111790872705e-01 5.047044960891540200e-01 4.956313864549507509e-01 5.081538895358117536e-01 5.040160240910481759e-01 5.103833402743186420e-01 4.986415690717524996e-01
5.494030697512675143e-01 5.488936196702868253e-01 5.535449561439431676e-01 5.496521145395950603e-01 5.439704877837088226e-01 5.429981168074166087e-01 5.320684740657899425e-01 5.335177691373094166e-01 5.385186521890973355e-01 5.071148626477841592e-01 5.323107441710207555e-01 5.258890117507476480e-01 5.171956805998509932e-01 5.207859787221270631e-01 5.180016015251484029e-01 5.112235901262539572e-01 5.091282972945611052e-01 5.082165287478682680e-01 5.328717991552009980e-01 5.017353090891530920e-01
5.677867900093355180e-01 5.476631381955731070e-01 5.692082063365150324e-01 5.565236845030713253e-01 5.576468027036155517e-01 5.532506241294370408e-01 5.405862013284614687e-01 5.331056596017784699e-01 5.439190511135669759e-01 5.249671247886928960e-01 5.299696938571336613e-01 5.264968188558423190e-01 5.290050736801202858e-01 5.162045606055795099e-01 5.312920470417793473e-01 5.353503662530020302e-01 5.369710441817950874e-01 5.275469353187970389e-01 5.350189153152050681e-01 5.343813994393303846e-01
5.784031572440988533e-01 5.686713380220776992e-01 5.697419905681955221e-01 5.702675540561460421e-01 5.571244589118475865e-01 5.625712701239404812e-01 5.447252712684219622e-01 5.413494952716262354e-01 5.440708398452974714e-01 5.391549217957487539e-01 5.294551123042774421e-01 5.309258726870870193e-01 5.351252982261606173e-01 5.285886383928534160e-01 5.231765652149110712e-01 5.229983996096341237e-01 5.374130329065149869e-01 5.338136400270271364e-01 5.309921550726446338e-01 5.335097513076524356e-01
