4.112292600557260758e-01 3.739123955951951239e-01 4.016772178182934638e-01 4.014711031777457029e-01 3.836591846372484627e-01 3.882099211000319960e-01 4.103271975220203482e-01 4.104643457766575243e-01 3.927403114677905371e-01 4.053922409215205969e-01
4.138814847663049856e-01 3.935429829896545106e-01 4.100973973835450037e-01 3.985126102869927522e-01 3.967720103862337755e-01 4.171146989744841660e-01 3.819569980670119436e-01 3.884591876935819532e-01 4.051441071921638715e-01 4.135238213837821308e-01
3.932916812276791019e-01 3.967811780118103981e-01 3.992855213403165293e-01 3.857292092434751463e-01 4.066228095579323965e-01 3.973521759124050146e-01 4.078167836094955812e-01 3.928571162784293413e-01 4.052809473250290617e-01 3.931779008179673296e-01
4.090769160307513030e-01 4.196686186906810612e-01 3.845970472482932445e-01 3.918586150575495974e-01 3.927430595207572206e-01 3.955676702388614685e-01 4.022014540289785556e-01 3.910209203596257121e-01 3.966108460532623559e-01 3.896892554482224158e-01
4.094453573732070306e-01 4.042240731809102483e-01 4.135222848174528454e-01 4.094601069480107158e-01 3.801381585781725692e-01 3.995293856195071269e-01 3.949166080364429066e-01 3.869173377475555453e-01 3.807234769508914263e-01 3.907583740020135754e-01
4.106604071933138700e-01 4.125948621154363893e-01 4.115430738767849594e-01 3.931808473998864573e-01 4.106438274103540453e-01 3.992715017876858896e-01 4.032757351963192072e-01 3.989582722297989603e-01 3.812171884180969861e-01 3.980419574060429788e-01
4.037165335027809721e-01 3.917404039291616513e-01 3.915646245406568804e-01 3.920059760080153444e-01 3.930975011103995942e-01 3.936700889500550082e-01 4.106054225042396477e-01 3.904520057595808891e-01 3.797142557573792154e-01 3.953815743833937191e-01
3.984867731411775305e-01 3.862266500844491190e-01 4.047045173045252797e-01 3.925569923349079282e-01 3.890664483930369455e-01 4.062987224883606308e-01 4.067200606029539034e-01 3.958805077953643781e-01 3.929912214726156705e-01 3.965364476601404009e-01
4.089997328052441539e-01 3.980906304081803238e-01 4.105542397353736384e-01 3.974820865830274719e-01 3.963210090645765127e-01 3.950291125750089449e-01 3.826389162214713369e-01 4.067497017003901538e-01 4.054050832577137387e-01 3.912341179581367290e-01
4.028800719301906530e-01 4.024320288502845067e-01 4.044701893808156923e-01 4.112794426426593652e-01 4.071057179422251648e-01 3.919291116118720497e-01 3.954130821967437592e-01 3.804017109882079084e-01 4.031842864660754033e-01 3.862327912960991649e-01
